310	0.101160	-1.402904	-2.368885
311	-0.252376	-1.402904	-2.368885
312	-0.423518	-1.402904	-2.368885
313	-0.717315	-1.402904	-2.368885
314	-1.374441	-1.402904	-2.368885
382	-0.842771	-1.402904	-2.368885
383	-0.467370	-1.402904	-2.368885
384	-0.232115	-1.402904	-2.368885
385	-0.483240	-1.402904	-2.368885
386	-0.692613	-1.402904	-2.368885
387	-0.668034	-1.402904	-2.368885
388	-0.759247	-1.402904	-2.368885
389	-1.230710	-1.402904	-2.368885
391	-1.329909	-1.402904	-2.368885
392	-0.987131	-1.402904	-2.368885
393	-1.332728	-1.402904	-2.368885
395	-2.402600	-1.402904	-2.368885
396	-2.585501	-1.402904	-2.368885
397	-2.677694	-1.402904	-2.368885
398	-0.124437	-1.402904	-2.368885
427	-1.017725	-1.402904	-2.368885
428	-0.941902	-1.402904	-2.368885
429	-0.941139	-1.402904	-2.368885
430	-1.136376	-1.402904	-2.368885
431	-1.188878	-1.402904	-2.368885
432	-1.359226	-1.402904	-2.368885
434	-2.831193	-1.402904	-2.368885
435	-3.446439	-1.402904	-2.368885
436	-3.903432	-1.402904	-2.368885
437	-4.009359	-1.402904	-2.368885
438	-4.052049	-1.402904	-2.368885
439	-4.242958	-1.402904	-2.368885
441	-1.345436	-1.402904	-2.368885
465	-0.525551	-1.402904	-2.368885
500	-1.692592	-1.402904	-2.368885
503	-2.769711	-1.402904	-2.368885
504	-2.669979	-1.402904	-2.368885
506	-1.159394	-1.402904	-2.368885
510	-1.397944	-1.402904	-2.368885
538	-0.961123	-1.402904	-2.368885
543	-1.309293	-1.402904	-2.368885
544	-0.701405	-1.402904	-2.368885
545	-0.865632	-1.402904	-2.368885
546	-0.414494	-1.402904	-2.368885
547	-0.234259	-1.402904	-2.368885
548	-0.212750	-1.402904	-2.368885
549	-0.178208	-1.402904	-2.368885
550	-0.264588	-1.402904	-2.368885
551	0.106673	-1.402904	-2.368885
552	-0.360651	-1.402904	-2.368885
553	-1.058897	-1.402904	-2.368885
554	-1.328674	-1.402904	-2.368885
569	-2.045167	-1.402904	-2.368885
570	-1.932705	-1.402904	-2.368885
571	-2.196683	-1.402904	-2.368885
572	-1.931386	-1.402904	-2.368885
573	-1.655098	-1.402904	-2.368885
607	-1.812721	-1.402904	-2.368885
608	-2.272162	-1.402904	-2.368885
609	-2.080667	-1.402904	-2.368885
610	-1.710332	-1.402904	-2.368885
631	-1.158738	-1.402904	-2.368885
635	-2.539715	-1.402904	-2.368885
636	-2.519290	-1.402904	-2.368885
637	-2.385195	-1.402904	-2.368885
644	-2.569083	-1.402904	-2.368885
645	-2.933805	-1.402904	-2.368885
646	-3.574815	-1.402904	-2.368885
647	-3.998148	-1.402904	-2.368885
648	-3.584414	-1.402904	-2.368885
649	-2.986191	-1.402904	-2.368885
651	-2.524417	-1.402904	-2.368885
652	-2.510283	-1.402904	-2.368885
653	-2.537787	-1.402904	-2.368885
654	-2.509902	-1.402904	-2.368885
655	-2.449038	-1.402904	-2.368885
656	-2.674262	-1.402904	-2.368885
657	-2.989880	-1.402904	-2.368885
658	-2.648776	-1.402904	-2.368885
659	-2.566928	-1.402904	-2.368885
660	-2.732674	-1.402904	-2.368885
661	-2.787163	-1.402904	-2.368885
662	-2.525299	-1.402904	-2.368885
664	-2.606870	-1.402904	-2.368885
672	-2.529649	-1.402904	-2.368885
673	-2.649930	-1.402904	-2.368885
674	-2.509058	-1.402904	-2.368885
675	-2.454711	-1.402904	-2.368885
676	-2.408143	-1.402904	-2.368885
677	-2.523750	-1.402904	-2.368885
678	-2.513016	-1.402904	-2.368885
679	-2.693813	-1.402904	-2.368885
680	-2.848696	-1.402904	-2.368885
681	-2.541043	-1.402904	-2.368885
682	-2.597354	-1.402904	-2.368885
683	-2.644265	-1.402904	-2.368885
684	-2.699168	-1.402904	-2.368885
685	-3.117541	-1.402904	-2.368885
686	-2.778468	-1.402904	-2.368885
687	-3.175046	-1.402904	-2.368885
688	-3.487790	-1.402904	-2.368885
689	-3.851279	-1.402904	-2.368885
690	-4.267187	-1.402904	-2.368885
691	-4.340846	-1.402904	-2.368885
692	-4.374945	-1.402904	-2.368885
693	-3.205250	-1.402904	-2.368885
694	-1.413461	-1.402904	-2.368885
696	-1.629616	-1.402904	-2.368885
704	-0.596579	-1.402904	-2.368885
705	-0.318283	-1.402904	-2.368885
706	-0.352843	-1.402904	-2.368885
707	-0.220463	-1.402904	-2.368885
708	-0.110593	-1.402904	-2.368885
709	-0.393836	-1.402904	-2.368885
710	-0.576384	-1.402904	-2.368885
713	-2.974300	-1.402904	-2.368885
714	-3.178246	-1.402904	-2.368885
715	-3.399532	-1.402904	-2.368885
726	-2.393410	-1.402904	-2.368885
727	-2.732425	-1.402904	-2.368885
728	-2.859310	-1.402904	-2.368885
730	-1.103460	-1.402904	-2.368885
765	-1.333127	-1.402904	-2.368885
767	-0.947034	-1.402904	-2.368885
768	-0.792098	-1.402904	-2.368885
769	-0.761356	-1.402904	-2.368885
770	-1.338592	-1.402904	-2.368885
772	-2.445089	-1.402904	-2.368885
773	-3.237536	-1.402904	-2.368885
774	-3.776243	-1.402904	-2.368885
775	-3.630120	-1.402904	-2.368885
776	-3.757517	-1.402904	-2.368885
777	-0.907099	-1.402904	-2.368885
778	-0.994389	-1.402904	-2.368885
782	-1.221388	-1.402904	-2.368885
783	-0.810980	-1.402904	-2.368885
796	-1.512847	-1.402904	-2.368885
797	-1.722130	-1.402904	-2.368885
799	-1.420798	-1.402904	-2.368885
