99	-0.922350	-1.402904	-2.368885
100	-1.087291	-1.402904	-2.368885
101	-0.361247	-1.402904	-2.368885
102	-0.552822	-1.402904	-2.368885
103	-0.464123	-1.402904	-2.368885
104	-0.383692	-1.402904	-2.368885
105	-0.835638	-1.402904	-2.368885
106	-0.828889	-1.402904	-2.368885
107	-0.981207	-1.402904	-2.368885
108	-1.393939	-1.402904	-2.368885
115	-1.100948	-1.402904	-2.368885
118	-0.824131	-1.402904	-2.368885
119	-1.381437	-1.402904	-2.368885
130	-1.113295	-1.402904	-2.368885
132	-2.757543	-1.402904	-2.368885
133	-2.759656	-1.402904	-2.368885
161	-1.364289	-1.402904	-2.368885
163	-2.517383	-1.402904	-2.368885
164	-2.550396	-1.402904	-2.368885
165	-3.117528	-1.402904	-2.368885
166	-3.637813	-1.402904	-2.368885
167	-2.389432	-1.402904	-2.368885
168	-1.273231	-1.402904	-2.368885
169	-1.348307	-1.402904	-2.368885
205	-1.413348	-1.402904	-2.368885
207	-2.646620	-1.402904	-2.368885
208	-3.001938	-1.402904	-2.368885
209	-3.378890	-1.402904	-2.368885
248	-1.078802	-1.402904	-2.368885
251	-2.523543	-1.402904	-2.368885
253	-3.071238	-1.402904	-2.368885
256	-0.657168	-1.402904	-2.368885
257	-0.252781	-1.402904	-2.368885
258	-0.130605	-1.402904	-2.368885
259	-0.205709	-1.402904	-2.368885
260	-0.556990	-1.402904	-2.368885
261	-1.035737	-1.402904	-2.368885
262	-1.303029	-1.402904	-2.368885
264	-2.950403	-1.402904	-2.368885
265	-3.233497	-1.402904	-2.368885
266	-3.443818	-1.402904	-2.368885
267	-3.741994	-1.402904	-2.368885
269	-0.499234	-1.402904	-2.368885
270	-0.753080	-1.402904	-2.368885
271	-1.087260	-1.402904	-2.368885
300	-1.203970	-1.402904	-2.368885
301	-0.573437	-1.402904	-2.368885
302	-0.202526	-1.402904	-2.368885
303	-0.283650	-1.402904	-2.368885
304	-0.130085	-1.402904	-2.368885
305	0.148972	-1.402904	-2.368885
306	-0.267590	-1.402904	-2.368885
307	-0.083883	-1.402904	-2.368885
308	-0.103243	-1.402904	-2.368885
309	-0.110221	-1.402904	-2.368885
